Season,State,Area(hec),Production(Ton),Yield(Ton/hector)
3,0,1743321,1647296,0.944918348
0,2,614160.1,418254,0.681017865
2,16,1487200,2590400,1.741796665
0,58,120217,235849,1.961860635
1,58,47334,144706,3.057125956
0,4,18510,22904,1.237385197
3,9,2907199,4589705,1.578737816
2,59,5719933,12476923,2.181305795
2,25,583500,472600,0.809940017
3,58,157004,343792,2.189702173
2,11,3103000,12822000,4.132130197
2,42,1075993,2770413,2.574750022
3,9,2907199,4589705,1.578737816
3,34,3999653,10259384,2.56506852
3,42,48096,118479,2.463385729
3,63,4520,12220,2.703539823
0,2,153608.9,105328,0.685689436
2,10,1493276,4050334,2.712381368
2,11,2851000,11267000,3.951946685
0,0,127223,193215,1.518711239
2,17,2027000,3546790,1.749773064
2,4,16862,36979,2.193037599
1,0,325987,653036,2.003257799
3,58,148893,335529,2.253490762
2,42,1079193,2599170,2.408438528
0,58,63232,161083,2.547491776
3,42,43192,94196,2.180866827
3,2,3255000,5398000,1.658371736
2,40,71613,114785,1.602851438
3,42,40325,86756,2.151419715
3,63,1500,2500,1.666666667
2,49,121570,155993,1.283153739
2,49,261663,545186,2.083542572
1,10,276272,1234550,4.468603405
2,22,199818,575826,2.881752395
1,20,13043,50137,3.843977613
2,40,80579,137418,1.705382296
0,9,522698,903286,1.728122166
2,43,33638,78705,2.339764552
2,43,15169,40864,2.693915222
3,0,1636050,2574284,1.573475138
1,34,1376387,4257111,3.092960773
2,49,259815,504797,1.942909378
3,43,14130,39236,2.776786978
2,44,920307,2854873,3.102087673
2,43,31247,78770,2.520882005
2,25,583500,472600,0.809940017
2,20,271671,520831,1.917138745
2,42,1055061,2627561,2.49043515
3,20,3761,11855,3.152087211
3,58,72253,141397,1.956970645
3,34,4016656,10545076,2.625337096
2,42,1048427,2667359,2.544153289
0,23,32605,43401,1.33111486
1,23,9791,39910,4.076192422
2,56,2062870,5956396,2.887431588
2,25,792207,1808275,2.282578922
1,58,47334,144706,3.057125956
3,53,9006,26378,2.928936265
2,11,2849000,11390000,3.997893998
3,2,1016623,674135,0.663112088
3,53,12061,33581,2.784263328
1,25,54751,161497,2.94966302
2,25,622100,1015900,1.6330172
1,2,224780,793690,3.530963609
2,63,208990,519600,2.486243361
1,53,2015,5831,2.893796526
2,49,124584,152500,1.224073717
3,0,1743321,1647296,0.944918348
2,59,5631949,11938078,2.11970634
2,45,14790,21220,1.434753212
3,2,980642.41,901045,0.918831361
3,34,3999653,10259384,2.56506852
1,42,224744,702645,3.126423842
3,2,849093,1248966,1.470941346
3,4,2232,3675,1.646505376
2,16,1339000,2330000,1.740104556
3,0,1890960,3767357,1.992298621
3,23,3929,13846,3.524051922
2,20,252163,591755,2.346716211
1,34,1221076,3875100,3.173512541
2,59,5922643,13962896,2.357544765
2,48,5884,16837,2.861488783
3,9,2684379,7141115,2.660248422
2,63,201860,491660,2.435648469
1,42,224744,702645,3.126423842
2,59,5726527,12262794,2.141401586
0,0,276486,338015,1.222539297
3,9,2593026,6096095,2.350957916
2,11,2851000,11267000,3.951946685
1,25,52616,140196,2.664512696
2,25,751300,1521800,2.025555703
2,40,76186,105787,1.388535951
2,16,1567500,3016600,1.92446571
1,10,236904,992095,4.187751157
3,56,829557,3798058,4.578417155
2,11,2818000,10542000,3.740951029
0,23,33646,78965,2.346935743
2,31,244000,645600,2.645901639
1,59,29947,75449,2.519417638
3,43,15688,43162,2.75127486
2,63,201860,491660,2.435648469
1,25,54751,161497,2.94966302
3,2,3130820,6280410,2.005995234
0,34,283859,575294,2.026689307
3,2,3222020,8052660,2.499258229
1,0,395518,1025571,2.592981862
1,42,224744,702645,3.126423842
3,34,4010973,10410533,2.595513109
1,16,41400,82900,2.002415459
2,11,3046000,12638000,4.149047932
2,11,3046000,12638000,4.149047932
1,25,54751,161497,2.94966302
2,42,1096198,2678951,2.443856858
0,2,150654,126012,0.836433151
3,43,16213,43642,2.691790538
0,2,678000,563000,0.830383481
2,10,1442841,3554113,2.463274193
1,23,9791,39910,4.076192422
2,24,3810112,5073721,1.331646156
1,34,1474338,4468400,3.030783986
3,2,1204133,2621003,2.176672344
2,49,250044,492732,1.970581178
2,25,655600,1045200,1.594264796
2,49,115481,114116,0.988179874
0,2,139909,143816,1.027925294
2,4,62372,95115,1.524963124
0,4,18510,22904,1.237385197
2,48,7303,10799,1.478707381
3,42,51782,106072,2.048433819
1,34,1401233,4520656,3.226198641
0,2,188422.33,162674,0.863347778
4,4,56460,107740,1.908253631
0,34,425002,740688,1.742787093
2,20,259805,523203,2.013829603
3,0,1773211,2865843,1.616188372
2,59,5842029,13241518,2.266595732
1,42,255223,869134,3.40539058
3,42,51782,106072,2.048433819
2,43,33638,78705,2.339764552
1,25,3900,10700,2.743589744
3,9,2653346,7076168,2.666884756
2,25,741042,1584355,2.138009721
2,56,1634921,5097447,3.117855236
2,16,1424765,2668600,1.873010637
1,16,37400,72500,1.938502674
2,56,2426073,6500545,2.679451525
1,0,393619,1080072,2.743952909
1,10,339990,1463054,4.303226565
1,59,2829,6741,2.382820785
1,42,343122,1035706,3.018477393
3,58,174714,346022,1.980505283
2,49,250625,391529,1.562210474
0,9,534477,477325,0.8930693
2,16,1457100,2466400,1.692677236
2,48,6821,19008,2.786688169
2,16,1339000,2330000,1.740104556
1,59,23984,62203,2.59352068
3,63,4800,13400,2.791666667
3,42,11266,31038,2.75501509
3,22,147295,471608,3.201792322
1,34,1376387,4257111,3.092960773
0,9,556827,949371,1.704965815
3,2,942310,1292796,1.371943416
3,42,48096,118479,2.463385729
2,48,5973,17260,2.889670182
2,40,71810,114896,1.6
2,59,5965657,14396168,2.413173939
3,53,11306,24163,2.137183796
3,63,5460,15440,2.827838828
2,23,105402,149742,1.42067513
2,40,80579,137418,1.705382296
3,34,4051084,9393991,2.318883291
1,22,71877,231509,3.220905157
1,42,103711,307524,2.965201377
1,25,23900,83800,3.506276151
2,11,2975000,11823000,3.974117647
3,56,1406000,5133000,3.650782361
3,53,8382,24736,2.95108566
0,2,797000,743000,0.932245922
2,59,5902577,11082993,1.877653269
2,43,40500,96281,2.377308642
2,49,273582,663755,2.426164733
1,9,60399,128812,2.132684316
1,16,25100,50500,2.011952191
1,53,4515,16626,3.682392027
3,53,10324,23489,2.275184037
1,0,400402,1191244,2.975120004
1,25,52616,140196,2.664512696
1,2,381810,912040,2.388727377
3,56,1221899,4328458,3.542402441
1,42,343122,1035706,3.018477393
1,16,20600,47700,2.315533981
3,43,16213,43642,2.691790538
3,43,17330,54665,3.154356607
0,58,63981,161477,2.523827386
2,49,131000,220000,1.679389313
2,43,33728,90072,2.670540797
1,59,25659,79891,3.11356639
2,16,1488200,2098200,1.409891144
0,2,797000,743000,0.932245922
0,34,283859,575294,2.026689307
1,34,1369892,4506848,3.289929425
2,56,2526108,6376990,2.524432843
2,24,3928815,4707499,1.198198184
3,23,13624,63050,4.627862595
2,10,2204046,7225373,3.278231489
2,56,2848794,7056175,2.476898997
0,0,539665,557764,1.033537472
1,42,324525,990578,3.052393498
3,34,3639538,7202760,1.979031405
2,24,3939826,6300825,1.59926479
1,20,14703,55577,3.779976875
2,20,259805,523203,2.013829603
2,49,118601,132690,1.118793265
2,25,751300,1521800,2.025555703
3,43,16213,43642,2.691790538
2,24,3828992,5567644,1.454075642
3,2,3255000,5398000,1.658371736
2,4,49713,88397,1.778146561
2,48,5884,16837,2.861488783
1,2,206730,441540,2.135829343
2,24,4052587,8793273,2.16979253
2,59,5837445,12434053,2.130050562
0,0,144766,209122,1.444551898
3,34,4010973,10410533,2.595513109
0,2,854570,464250,0.543255672
3,63,1330,3150,2.368421053
0,4,22633,25671,1.134228781
2,25,664000,1028700,1.549246988
2,17,1675513,1302615,0.777442491
1,23,11546,48132,4.168716439
2,25,583500,472600,0.809940017
3,34,4086404,9974734,2.440956401
3,42,52005,106335,2.04470724
3,23,62892,117116,1.862176429
2,49,250625,391529,1.562210474
1,59,29947,75449,2.519417638
0,2,188422.33,162674,0.863347778
2,4,51859,68637,1.323531113
0,23,32570,41908,1.286705557
0,4,22633,25671,1.134228781
2,25,583500,472600,0.809940017
0,9,533233,503448,0.944142617
0,34,288129,605612,2.101877978
3,34,3963495,10996579,2.774465213
0,2,139909,143816,1.027925294
2,22,257273,746954,2.903351693
2,40,80579,137418,1.705382296
0,2,153608.9,105328,0.685689436
0,58,79381,192770,2.42841486
2,56,1634921,5097447,3.117855236
2,17,2794020,5238850,1.875022369
0,58,70498.28,170262,2.415122752
1,59,3023,6899,2.28217003
2,63,141000,205000,1.453900709
1,42,255223,869134,3.40539058
3,56,1584140,5861498,3.700113626
1,59,7839,18016,2.298252328
1,25,84200,267900,3.181710214
1,53,2015,5831,2.893796526
1,22,69975,219022,3.130003573
2,24,3937796,6637737,1.685647758
1,59,5629,12643,2.246047255
1,16,69640,161900,2.324813326
3,2,1014731.14,1306932,1.287958897
1,59,29947,75449,2.519417638
2,24,3939826,6300825,1.59926479
3,0,1880737,3709081,1.972142304
2,43,24411,60556,2.480684937
2,49,124584,152500,1.224073717
3,0,1762324,3213979,1.823716297
2,56,2215067,6392717,2.886015186
1,16,25100,50500,2.011952191
2,49,120020,129505,1.079028495
2,17,1573535,1766596,1.122692536
0,34,425002,740688,1.742787093
1,10,236904,992095,4.187751157
3,56,1221899,4328458,3.542402441
2,44,920307,2854873,3.102087673
1,2,224780,793690,3.530963609
2,45,13000,22230,1.71
3,56,761911,3402713,4.466024247
2,20,259805,523203,2.013829603
2,40,71810,114896,1.6
2,24,3828992,5567644,1.454075642
3,20,3761,11855,3.152087211
3,58,88990,254450,2.859310035
2,11,2519000,7940000,3.152044462
3,9,2604752,3023010,1.16057498
2,17,1766150,1685799,0.954504997
2,45,11920,21340,1.790268456
2,11,2614000,9656000,3.693955624
0,2,149362.86,77860,0.521280859
1,59,2829,6741,2.382820785
2,1,1447000,4516000,3.120939876
3,63,2530,5990,2.367588933
3,53,10920,26585,2.43452381
2,22,15382,16267,1.057534781
0,34,423121,751970,1.777198485
2,48,7506,21092,2.810018652
1,34,1376387,4257111,3.092960773
1,2,292610,932910,3.188236902
2,16,1473700,2596800,1.762095406
1,42,324525,990578,3.052393498
0,0,539665,557764,1.033537472
0,0,276486,338015,1.222539297
2,56,2921793,7509866,2.570293652
3,0,1875601,3297591,1.758151654
2,42,1096198,2678951,2.443856858
1,42,346510,1057933,3.053109578
2,63,155500,261300,1.680385852
1,2,206730,441540,2.135829343
2,43,15169,40864,2.693915222
3,2,933073,1366639,1.464664608
3,9,2907199,4589705,1.578737816
2,63,173100,345090,1.993587522
3,53,10920,26585,2.43452381
2,43,40500,96281,2.377308642
0,2,561000,970000,1.729055258
1,20,13953,44845,3.214004157
0,34,423121,751970,1.777198485
2,11,3046000,12638000,4.149047932
2,63,168570,240310,1.425579878
0,58,105349,241824,2.295456056
0,2,136359.61,89082,0.653287289
2,17,5514025,6663769,1.208512656
2,16,1567500,3016600,1.92446571
2,63,168570,240310,1.425579878
2,49,121468,143893,1.184616525
3,63,1330,3150,2.368421053
0,22,34235,94357,2.756155981
3,63,1330,3150,2.368421053
1,25,24600,74300,3.020325203
3,34,3999653,10259384,2.56506852
0,9,534477,477325,0.8930693
0,31,88370,200290,2.266493154
0,2,139909,143816,1.027925294
2,49,259892,500880,1.927262093
2,4,59196,114630,1.936448409
2,24,3854352,5267537,1.366646585
2,45,11040,20070,1.817934783
1,34,1556662,4358011,2.799587194
1,42,255223,869134,3.40539058
2,43,30632,72221,2.357697832
2,44,920307,2854873,3.102087673
2,16,1339000,2330000,1.740104556
1,10,339990,1463054,4.303226565
2,42,1075993,2770413,2.574750022
2,45,12070,20880,1.729908865
2,22,243070,547520,2.25251985
2,10,1903772,7458657,3.917831022
1,16,26178,62200,2.37604095
2,4,16804,36471,2.170376101
2,25,651400,1193200,1.831747006
3,2,3130820,6280410,2.005995234
2,42,964087,3088937,3.204002336
2,20,281464,537876,1.910993946
0,58,63232,161083,2.547491776
3,22,147295,471608,3.201792322
1,25,11800,54700,4.63559322
1,2,268081,506455,1.889186477
3,56,1337020,4922944,3.682027195
2,10,1725730,7115195,4.123005916
1,42,343122,1035706,3.018477393
2,10,1442841,3554113,2.463274193
2,17,1675513,1302615,0.777442491
2,53,3693,13151,3.561061468
0,9,549404,798676,1.453713479
0,2,154068,131682,0.854700522
1,23,9791,39910,4.076192422
3,2,922658.68,974008,1.055653646
0,31,88370,200290,2.266493154
3,23,12836,54206,4.222966656
1,34,1401841,4541328,3.239545712
1,59,6607,18281,2.766913879
3,43,17330,54665,3.154356607
1,16,37400,72500,1.938502674
2,31,244000,645600,2.645901639
1,9,116220,166198,1.430029255
3,56,585363,2768647,4.729795016
3,9,4234443,5722449,1.351405368
3,63,1330,3150,2.368421053
2,25,849599,1821136,2.14352418
2,24,3939826,6300825,1.59926479
2,48,6405,12063,1.883372365
3,4,486,1113,2.290123457
2,56,1526425,5342033,3.499702245
0,58,77249,192050,2.486116325
1,58,41079,111850,2.722802405
2,24,3939826,6300825,1.59926479
0,31,88370,200290,2.266493154
1,0,395518,1025571,2.592981862
3,56,1165454,3581740,3.073257289
2,31,122690,257580,2.099437607
3,43,16213,43642,2.691790538
0,2,136359.61,89082,0.653287289
2,25,665600,1157300,1.738731971
1,22,70577,228104,3.231987758
1,20,14703,55577,3.779976875
3,53,8749,25188,2.878957595
1,16,41400,82900,2.002415459
1,9,125349,213158,1.700516159
0,34,212132,453439,2.137532291
2,45,15874,21957,1.383205241
1,42,324525,990578,3.052393498
2,1,1558900,5194600,3.332221438
1,42,300820,930490,3.093178645
2,20,281464,537876,1.910993946
3,44,939223,3570445,3.801488039
3,43,16213,43642,2.691790538
2,1,1211149,3299000,2.72385974
3,9,2593026,6096095,2.350957916
3,63,1330,3150,2.368421053
1,59,25659,79891,3.11356639
3,0,1888683,3727039,1.97335339
3,63,1680,3330,1.982142857
1,42,268044,762759,2.845648476
2,1,1234094,3574300,2.896294772
3,23,3929,13846,3.524051922
2,9,126106,243661,1.932191965
2,20,275711,528524,1.916949269
2,16,1339000,2330000,1.740104556
2,31,223670,591000,2.64228551
3,0,1777257,2759652,1.552759111
2,31,165370,389170,2.353328899
2,25,658500,1228400,1.865451784
0,23,32604,37918,1.162986137
2,25,658500,1228400,1.865451784
1,16,29500,65800,2.230508475
1,58,49693,153463,3.088221681
3,42,53480,99699,1.864229619
2,10,2204046,7225373,3.278231489
2,40,71810,114896,1.6
2,42,1048427,2667359,2.544153289
2,20,246539,620027,2.514924616
2,49,120020,129505,1.079028495
3,9,2736591,4333716,1.583618451
1,58,49279,134005,2.719312486
1,9,116885,169902,1.453582581
1,20,13953,44845,3.214004157
2,10,2000212,7374681,3.686949683
2,17,1675513,1302615,0.777442491
0,23,32679,44736,1.368952538
2,4,55880,105713,1.89178597
2,49,121570,155993,1.283153739
1,10,276272,1234550,4.468603405
1,59,18175,40620,2.234938102
3,2,1014731.14,1306932,1.287958897
3,42,45326,109309,2.411618056
2,4,12123,20697,1.707250681
2,25,664400,984900,1.482390126
2,59,5837445,12434053,2.130050562
3,58,148893,335529,2.253490762
2,56,1398884,4115558,2.942029504
2,48,6821,19008,2.786688169
0,0,276486,338015,1.222539297
1,9,124874,246807,1.97644826
1,25,33140,107509,3.244085697
0,2,150654,126012,0.836433151
3,0,1646992,2238765,1.359305328
1,2,292610,932910,3.188236902
3,63,4010,10740,2.678304239
2,11,2894000,11107000,3.837940567
2,31,212680,480240,2.258040248
2,16,1516400,2784600,1.83632287
3,23,13670,63373,4.635918069
2,45,9070,21610,2.382579934
2,59,5837445,12434053,2.130050562
2,49,119205,154589,1.296833187
2,43,33638,78705,2.339764552
3,20,3761,11855,3.152087211
2,45,9200,21450,2.331521739
2,24,3810112,5073721,1.331646156
3,44,297475,850259,2.858253635
3,42,43861,144235,3.288456716
2,16,1500400,2768600,1.845241269
1,53,3941,12049,3.057345851
0,0,398316,398077,0.999399974
2,49,262012,615799,2.350270217
0,4,20064,23583,1.175388756
2,42,942025,2611754,2.772489053
1,53,4574,13942,3.048097945
2,56,3003673,8233806,2.741245801
0,9,581128,1010341,1.738585991
0,9,534477,477325,0.8930693
2,22,255487,491430,1.923502957
2,16,1487200,2590400,1.741796665
3,56,1239053,4224208,3.409223011
3,63,1330,3150,2.368421053
0,34,205082,471150,2.297373733
0,2,854570,464250,0.543255672
3,0,1636050,2574284,1.573475138
1,59,25659,79891,3.11356639
3,23,63484,142867,2.250441056
1,16,69640,161900,2.324813326
1,9,124874,246807,1.97644826
3,63,4800,13400,2.791666667
2,56,1634921,5097447,3.117855236
3,4,394,872,2.21319797
3,43,13614,36579,2.686866461
3,23,13624,63050,4.627862595
3,53,10920,26585,2.43452381
0,0,223332,294440,1.318395931
3,23,13670,63373,4.635918069
2,25,741042,1584355,2.138009721
2,25,622100,1015900,1.6330172
3,2,3130820,6280410,2.005995234
2,16,1487200,2590400,1.741796665
1,0,311437,610136,1.959099272
2,4,55880,105713,1.89178597
3,56,1221899,4328458,3.542402441
3,23,13670,63373,4.635918069
0,9,583274,682933,1.170861379
1,2,331000,811000,2.450151057
0,2,678000,563000,0.830383481
3,53,10920,26585,2.43452381
0,34,393944,683950,1.73616047
2,63,155000,220990,1.425741935
2,17,1881546,3321724,1.76542269
0,9,534477,477325,0.8930693
2,63,208990,519600,2.486243361
1,16,47541,132050,2.77760249
1,42,364244,1131350,3.106022337
1,34,1286995,4338142,3.3707528
2,1,1211149,3299000,2.72385974
0,0,144766,209122,1.444551898
1,0,400402,1191244,2.975120004
2,16,1465730,3419021,2.332640391
3,9,2842875,4684328,1.647743218
2,49,273582,663755,2.426164733
3,22,147295,471608,3.201792322
1,53,2015,5831,2.893796526
2,49,115481,114116,0.988179874
1,59,29947,75449,2.519417638
2,25,583500,472600,0.809940017
1,34,1185381,4005685,3.379238405
1,59,4292,9411,2.192684063
0,2,157262,87970,0.559384975
3,23,62170,114027,1.834116133
2,44,1189264,4135049,3.476981562
1,58,21857,59733,2.732900215
3,43,15980,42773,2.676658323
1,0,399132,1189858,2.981114017
3,53,13961,30220,2.16460139
1,17,34311,94770,2.76208796
2,49,249830,422298,1.690341432
1,0,294654,653783,2.218815967
1,25,79800,242000,3.032581454
2,56,2426073,6500545,2.679451525
3,43,16637,47452,2.852196911
1,58,37186,83239,2.238449954
2,24,3843825,4586818,1.19329522
2,42,1079193,2599170,2.408438528
2,42,977005,2641669,2.70384389
2,22,252897,640424,2.532351115
3,42,40896,102639,2.509756455
2,40,80579,137418,1.705382296
0,9,533233,503448,0.944142617
1,25,54751,161497,2.94966302
1,0,395518,1025571,2.592981862
1,16,42800,111200,2.598130841
2,45,15908,23439,1.473409605
1,20,12654,39797,3.145013434
1,25,79800,242000,3.032581454
2,42,977005,2641669,2.70384389
3,42,52005,106335,2.04470724
1,34,1390148,4289454,3.08560959
2,4,57067,109205,1.913627841
3,23,3929,13846,3.524051922
3,0,1777257,2759652,1.552759111
2,63,201860,491660,2.435648469
2,16,1473700,2596800,1.762095406
2,25,792207,1808275,2.282578922
2,48,5973,17260,2.889670182
2,43,33638,78705,2.339764552
2,45,14740,21190,1.437584803
1,20,13953,44845,3.214004157
2,16,1457100,2466400,1.692677236
2,20,271671,520831,1.917138745
3,58,174714,346022,1.980505283
2,25,658500,1228400,1.865451784
0,2,426080,769480,1.805951934
1,16,69640,161900,2.324813326
0,34,205082,471150,2.297373733
2,25,792207,1808275,2.282578922
2,59,5897871,15441958,2.618225797
2,25,658500,1228400,1.865451784
2,24,3777661,2634853,0.697482649
3,9,2907199,4589705,1.578737816
2,22,255487,491430,1.923502957
2,59,5631949,11938078,2.11970634
3,2,849093,1248966,1.470941346
1,2,325000,702000,2.16
1,0,319480,573189,1.794131088
1,16,38000,81100,2.134210526
0,10,206535,847692,4.104350352
2,25,726000,1376300,1.895730028
2,10,2000212,7374681,3.686949683
2,63,155500,261300,1.680385852
3,34,4001936,9649942,2.411318422
2,63,141000,205000,1.453900709
1,34,1401841,4541328,3.239545712
1,0,408132,1131872,2.773298835
2,63,168570,240310,1.425579878
2,17,2057000,3522660,1.712523092
2,63,141000,205000,1.453900709
2,1,1353000,4142000,3.061345159
3,0,1880737,3709081,1.972142304
3,58,86751,212607,2.450772902
1,58,21857,59733,2.732900215
0,34,210036,493651,2.350316136
2,49,262012,615799,2.350270217
1,16,20600,47700,2.315533981
1,9,116220,166198,1.430029255
2,22,250939,628200,2.50339724
2,25,664000,1028700,1.549246988
3,63,1330,3150,2.368421053
0,58,98256,212520,2.162921348
3,2,3130820,6280410,2.005995234
2,22,255487,491430,1.923502957
2,48,5884,16837,2.861488783
0,34,212132,453439,2.137532291
1,59,29947,75449,2.519417638
3,34,4051084,9393991,2.318883291
2,10,1845553,5665258,3.06968047
2,20,270608,551716,2.038801514
0,2,819731,501365,0.611621373
2,45,11158,20260,1.815737587
3,23,63889,162321,2.540672103
2,11,3103000,12822000,4.132130197
0,9,2844474,4354156,1.530742063
1,20,15682,51570,3.288483612
2,43,35471,115996,3.27016436
2,16,1508400,2835400,1.879740122
1,58,49693,153463,3.088221681
3,9,2842875,4684328,1.647743218
2,59,5837445,12434053,2.130050562
1,58,47290.01,149217,3.155359874
2,43,33728,90072,2.670540797
2,63,141000,205000,1.453900709
1,58,41079,111850,2.722802405
2,63,155500,261300,1.680385852
1,25,55403,180196,3.252459253
1,59,21621,45666,2.112113223
2,59,5631949,11938078,2.11970634
3,2,849093,1248966,1.470941346
2,40,71810,114896,1.6
1,42,343122,1035706,3.018477393
3,42,30634,81726,2.667820069
4,4,56460,107740,1.908253631
3,2,942310,1292796,1.371943416
1,16,29500,65800,2.230508475
3,63,4800,13400,2.791666667
0,0,223332,294440,1.318395931
1,25,24600,74300,3.020325203
3,10,1204714,3940959,3.271281815
2,48,6053,11420,1.886667768
0,4,18510,22904,1.237385197
3,9,2684379,7141115,2.660248422
2,17,1766150,1685799,0.954504997
1,53,5098,13451,2.638485681
0,4,22633,25671,1.134228781
3,58,170228,373259,2.192700378
0,34,283859,575294,2.026689307
2,16,1424765,2668600,1.873010637
3,20,13775,39300,2.852994555
1,58,48858.28,196784,4.027648947
3,9,2684379,7141115,2.660248422
0,23,33480,78074,2.331959379
2,45,9501,17636,1.85622566
3,58,148893,335529,2.253490762
2,48,8105,15279,1.885132634
1,58,37186,83239,2.238449954
2,44,748713,2197030,2.934408779
3,9,2604752,3023010,1.16057498
3,2,3379000,5338000,1.579757325
1,0,311437,610136,1.959099272
3,53,13961,30220,2.16460139
2,40,82125,116997,1.424621005
2,63,163680,261920,1.600195503
3,53,10920,26585,2.43452381
1,58,35732,89752,2.511810142
2,24,3928815,4707499,1.198198184
1,2,274230,925810,3.376034715
2,20,281464,537876,1.910993946
3,0,1636050,2574284,1.573475138
1,25,31238,100275,3.210032653
3,53,10920,26585,2.43452381
3,20,13775,39300,2.852994555
1,34,1185381,4005685,3.379238405
1,59,29947,75449,2.519417638
1,9,105526,178240,1.689062411
2,49,131000,220000,1.679389313
0,0,539665,557764,1.033537472
2,1,1558900,5194600,3.332221438
2,25,763205,1671308,2.189854626
0,2,819731,501365,0.611621373
1,20,15682,51570,3.288483612
3,58,89118,243675,2.734296102
1,58,49693,153463,3.088221681
2,16,1516400,2784600,1.83632287
3,43,16213,43642,2.691790538
1,34,1450473,4921984,3.393364785
1,59,5629,12643,2.246047255
2,4,16804,36471,2.170376101
3,43,13193,36118,2.737663913
0,9,540424,960007,1.776395941
2,40,82125,116997,1.424621005
1,59,18175,40620,2.234938102
2,63,168570,240310,1.425579878
2,22,265999,718304,2.700401129
2,10,2000212,7374681,3.686949683
2,53,3817,12250,3.209326696
0,22,34235,94357,2.756155981
1,22,71877,231509,3.220905157
2,45,11040,20070,1.817934783
3,4,119,238,2
1,9,124429,236446,1.900248334
2,20,270416,495083,1.830819922
2,63,176790,427240,2.416652526
2,63,191230,443450,2.318935313
3,0,1888683,3727039,1.97335339
2,45,14790,21220,1.434753212
2,25,809367,1819260,2.24775658
2,40,71810,114896,1.6
2,4,16862,36979,2.193037599
2,22,253067,602947,2.382558769
2,56,1705555,4356822,2.554489301
3,34,4051084,9393991,2.318883291
1,22,70577,228104,3.231987758
0,2,137925,154026,1.116737357
2,9,190236,270831,1.423657983
2,49,275861,344823,1.249988219
2,20,271671,520831,1.917138745
3,53,10920,26585,2.43452381
0,9,581128,1010341,1.738585991
2,24,3987721,7102729,1.781149935
2,16,1535300,2912800,1.897218785
0,2,136359.61,89082,0.653287289
0,34,281618,565825,2.009193304
2,16,1424765,2668600,1.873010637
2,59,5719933,12476923,2.181305795
2,16,1486200,2625100,1.766316781
1,59,27063,70171,2.592875882
0,34,288129,605612,2.101877978
2,63,201860,491660,2.435648469
2,63,155500,261300,1.680385852
2,16,1424765,2668600,1.873010637
3,22,147295,471608,3.201792322
1,34,1376387,4257111,3.092960773
1,58,45188,146165,3.234597681
3,23,63862,162180,2.53953838
1,16,37400,72500,1.938502674
1,16,47541,132050,2.77760249
1,34,1185381,4005685,3.379238405
3,63,1500,2500,1.666666667
3,0,1880737,3709081,1.972142304
2,49,124584,152500,1.224073717
0,34,247978,642310,2.590189452
3,23,63862,162180,2.53953838
2,10,2113344,7217903,3.415394276
2,40,71613,114785,1.602851438
2,43,24411,60556,2.480684937
3,42,52005,106335,2.04470724
1,34,1369892,4506848,3.289929425
1,42,103711,307524,2.965201377
2,40,75380,111252,1.475882197
1,42,150993,484330,3.207632142
1,42,360062,1163725,3.23201282
3,43,14130,39236,2.776786978
2,16,1424765,2668600,1.873010637
2,42,964087,3088937,3.204002336
1,0,294654,653783,2.218815967
0,34,288129,605612,2.101877978
1,25,11800,54700,4.63559322
2,45,11920,21340,1.790268456
2,1,1558900,5194600,3.332221438
2,4,59196,114630,1.936448409
0,9,533233,503448,0.944142617
2,10,1493276,4050334,2.712381368
0,9,534477,477325,0.8930693
2,48,5884,16837,2.861488783
2,16,1516400,2784600,1.83632287
2,16,1445700,2395100,1.656706094
3,43,14490,46397,3.20200138
2,40,71613,114785,1.602851438
3,20,15277,50503,3.305819205
2,2,4273000,3278000,0.767142523
3,56,865734,3111263,3.593786313
3,10,1204714,3940959,3.271281815
3,53,12061,33581,2.784263328
3,34,3926544,9227590,2.35005389
0,23,22569,48727,2.159023439
3,34,3977400,10910896,2.743223211
0,0,276486,338015,1.222539297
3,0,1777257,2759652,1.552759111
2,25,658500,1228400,1.865451784
1,59,5629,12643,2.246047255
1,34,1401233,4520656,3.226198641
1,53,5689,15537,2.73105994
2,49,122267,146191,1.195670132
1,16,38000,81100,2.134210526
2,49,120020,129505,1.079028495
2,56,2382500,5218300,2.190262329
2,63,191230,443450,2.318935313
3,58,148893,335529,2.253490762
3,42,53480,99699,1.864229619
2,45,15874,21957,1.383205241
4,17,1593071,1355660,0.850972744
2,42,1079193,2599170,2.408438528
1,20,14703,55577,3.779976875
3,2,1016623,674135,0.663112088
2,42,1075993,2770413,2.574750022
3,58,86751,212607,2.450772902
3,9,2265685,2505545,1.105866438
2,49,120020,129505,1.079028495
1,22,70742,232551,3.287311639
2,10,1493276,4050334,2.712381368
2,63,148000,222000,1.5
1,53,5167,13013,2.518482679
1,25,54751,161497,2.94966302
2,16,1516400,2784600,1.83632287
2,56,2108904,5841539,2.76994069
2,24,3987721,7102729,1.781149935
1,58,48858.28,196784,4.027648947
1,16,69640,161900,2.324813326
1,53,5098,13451,2.638485681
2,53,24142,57514,2.382321266
1,16,29500,65800,2.230508475
3,22,147900,450930,3.048884381
3,58,88990,254450,2.859310035
2,25,658500,1228400,1.865451784
2,24,3905319,5441525,1.393362488
1,59,5629,12643,2.246047255
2,42,1102221,2734838,2.481206582
0,34,212132,453439,2.137532291
2,59,5902577,11082993,1.877653269
2,49,131000,220000,1.679389313
